operationnoshade,capitalnoshade,euinoshade,operationshade,capitalshade,euishade
716197.3473,3194447.532,244.4962654,934141.2096,2239445.206,192.3903852
864063.458,2596602.893,166.955145,950116.6917,2781252.554,111.0886316
1008893.372,2364473.29,104.0895762,822008.3596,2990375.138,162.1628427
754439.0977,2967889.808,251.4023471,921686.6885,2387734.68,193.2250121
908435.906,2360416.353,264.2501024,843346.9439,2651943.878,249.3691813
890476.2462,2747061.431,166.7947071,919771.5802,2813822.853,290.4273679
996267.695,2174242.675,85.05427773,992625.5026,2785724.359,75.84007091
1029718.004,2088259.42,306.3103436,944429.9685,2788767.917,81.03408949
1005434.59,1871041.288,177.8273783,913112.8503,2665148.678,257.1811926
926792.3724,2655890.076,81.46866944,1031613.522,1675889.064,190.1878981
996267.695,1938573.229,169.6997045,839968.0194,2699887.521,262.1145962
1008893.372,2369108.026,90.03826985,982671.7188,2148419.67,164.4077241
969118.4636,2490902.266,157.3510116,1089915.095,2541478.887,106.1960785
1044313.371,1985859.881,192.6365669,934614.8378,2237346.242,283.9417003
881309.3516,2801149.109,146.4246553,1022446.627,2131908.325,111.8187724
873532.8253,2413910.937,260.5397796,811588.7,2726063.611,161.3299022
702449.8065,3057475.213,252.1084005,913112.8503,2555955.104,274.6852682
949200.6771,2410411.677,155.4815794,962742.3683,2548596.74,205.9825259
876346.7548,2836327.317,281.4535102,1005586.154,2718686.083,82.83281767
1005434.59,1762895.053,174.7579268,978536.3346,1901771.32,162.0256134
851437.7814,2938658.422,76.10245249,913112.8503,2563980.22,273.0736949
693282.9118,3116464.121,248.9610181,956732.5588,2024685.584,281.3746814
1090874.19,2010212.822,319.4493435,790433.1602,2960760.44,158.1729405
970702.6646,2533114.428,88.98912352,719461.8436,2933772.557,272.0070967
961655.1982,2588531.03,81.8836557,807270.9556,2564579.472,280.8997036
1079216.452,1971694.096,196.3311669,899894.1173,2315850.749,173.4598476
851728.3652,2876972.301,164.1480837,942220.2085,2280419.15,171.516125
1008893.372,1949611.977,178.3365987,889434.1341,2519545.416,294.4582699
1059115.946,2643873.295,129.0373594,881537.6509,2339234.039,266.630645
947962.9238,2922523.112,73.70220903,811902.6452,2652134.497,281.1441731
1013028.756,2305381.279,187.0601891,1072669.201,1937450.512,213.986417
921760.8619,2465721.736,167.6311266,935553.6576,2702536.952,168.9789109
895973.6326,2941807.131,71.27505175,829388.6767,2294587.323,282.6610411
907962.2777,2790661.43,82.40724343,995297.3954,2228309.614,196.2228627
921709.8186,2996788.037,73.20408352,1115178.012,2192701.04,107.6903248
874352.2169,2645198.68,156.2474953,1200013.083,2059477.703,137.1642473
838800.9002,2651577.554,268.7178947,790433.1602,2931106.684,154.4608882
1014150.62,2733498.854,79.94716271,1006955.133,2294867.346,316.6909861
1003861.861,2285420.908,177.9146612,991162.0112,2010953.75,192.162449
1008893.372,1995948.63,191.0266394,815349.9546,2705674.535,264.7064682
759470.6081,2878183.75,252.9161665,1039692.52,1886776.279,180.3518652
978781.6635,2257137.787,170.1171956,956732.5588,2076128.86,290.1258812
838036.0908,3165144.68,152.6353811,855801.4649,2344864.389,268.0908799
932245.6921,2571190.416,306.162044,837790.7619,3253403.555,73.09577935
961535.7699,2497686.326,97.90131789,930522.1472,2902104.522,166.883472
1035306.16,2543439.903,74.3455777,864291.7573,2317678.788,273.3370663
882023.1177,2299343.64,269.4902221,982842.8744,2784502.812,105.0981153
1003861.861,2229393.159,178.2081795,980702.028,2250084.007,307.5458527
693282.9118,3144503.127,246.3109648,1048859.415,1900449.169,168.6189284
843067.6013,3296834.431,66.07704476,947251.719,2263842.543,159.7874954
985807.7119,2091296.507,292.0593925,987703.2293,2151008.34,92.63945812
1142549.536,2155883.678,188.2596326,956732.5588,2104117.603,292.4824162
1057714.465,2663880.195,76.88694908,1005251.179,2419744.262,199.959109
917625.4777,2380385.446,151.1079102,794645.2791,2354334.967,262.9028851
759936.4841,2880989.714,245.9559361,921515.533,2533499.068,87.49213468
1049344.882,1687257.936,185.0465179,820304.7304,3122818.308,158.099547
898795.3831,2700740.759,73.92690111,1092769.707,2107653.792,117.1232998
1005434.59,2237770.134,83.22072855,802421.8053,2775377.475,161.9102949
961535.7699,2079855.291,187.5551641,943923.8378,2685837.815,72.88967847
820626.794,2862882.492,243.866443,802421.8053,2806334.975,161.5875093
926923.2731,2944546.932,100.7700158,924974.3149,2739031.556,103.0421824
912593.9673,2981885.565,78.28589442,1200013.083,2138437.835,138.1595166
1125303.642,2433170.134,134.9652758,929765.6875,2556868.749,174.3817234
881309.3516,3200631.268,59.16480642,987703.2293,2259154.575,95.70890962
1000403.079,2095136.773,169.0633706,790433.1602,3389535.085,69.23478863
1079216.452,2413474.778,93.64877148,973795.4079,2505165.331,177.9591748
895348.0736,2324435.411,170.9042266,965899.4535,2057255.544,279.8639179
1002751.133,2962231.981,110.9955376,1010111.534,1988137.824,183.8985566
898795.3831,2832760.333,61.46409832,872744.8858,2817243.574,153.9941129
1101334.173,2217461.84,108.5380485,884402.6236,2846137.52,275.8334764
833081.315,2740916.746,244.0328338,961050.3031,2518755.963,87.32327269
895348.0736,2426799.813,183.3007491,1008407.905,2516733.127,89.86437733
917625.4777,2592231.816,76.98814933,974301.5387,2885122.992,84.98198939
939246.8934,2032544.457,170.8637598,815349.9546,2786879.366,244.8458577
659176.5457,3460256.589,241.4343253,1052318.197,1948786.417,187.6274937
912884.551,2865836.709,167.9805612,884402.6236,2846137.52,275.8334764
724567.5275,2922003.291,252.9336188,802421.8053,2699853.753,159.8735751
851437.7814,2965032.414,72.09688189,1006955.133,2246754.098,310.6508209
939418.0489,2365771.97,174.3768507,878090.3414,2352720.721,276.6041777
922263.46,3170589.561,80.81,1156102.791,2273494.496,111.4457628
757699.72,3534459.976,63.06,1083602.813,1676618.935,191.5765754
1091880.24,2066126.248,96.93,675551.5514,3087264.289,253.1276774
693255.69,3036895.46,229.14,878242.2722,2596658.892,159.6549874
1151663.29,1755311.72,183.77,877776.3963,2390711.415,169.2453626
991101.04,2481055.234,87.21,812062.3282,2814521.338,266.0121274
631301.13,3194057.443,220.75,961050.3031,2678403.009,71.82664963
932795.16,2579313.084,82.08,811588.7,2658695.805,163.9956783
938534.18,2162489.144,82.74,943804.4095,2178404.05,193.3690279
637569.43,3239416.21,142.23,912519.7939,2348207.13,177.0234238
811501.78,2806170.71,263.55,1156102.791,1822617.909,213.5192011
826190.02,2939605.784,242.19,1005586.154,2223797.112,175.408496
843256.08,2965761.384,71.77,1083602.813,2107058.593,103.9939408
917568.92,2817144.364,80.38,799600.0549,3261391.889,73.97319579
613351.09,3494845.179,227.27,1115178.012,2194366.053,109.0458421
1043345.35,2201010.82,204.72,961050.3031,2698416.899,70.78816963
794216.46,2650606.72,260.92,1115178.012,2186340.937,110.6574154
936474.56,2452680.038,282.24,943804.4095,2089753.788,192.6298146
1020291.45,2268698.94,179.22,736707.7373,2958185.95,257.8992446
748694.78,2714959.851,255.3,881064.0227,2931309.093,67.27796215
1104979.55,2056841.64,184.85,970217.1978,2194790.037,173.3226657
713102.94,3226252.544,236.82,912348.6383,2565378.42,84.00985446
892272.24,2873351.099,278.31,878090.3414,2404163.997,285.3553775
587942.61,3504060.824,218.65,973504.8242,2477054.093,84.4500948
956620.18,2564275.683,84.48,754193.7688,2748708.582,243.7301631
800308.15,2786876.93,138.09,1017415.116,1966342.581,196.3726268
940831.57,2505341.737,82.95,1008407.905,2532581.35,75.94369635
1086771.55,2148589.34,183.77,868609.5016,2532931.438,152.9832423
980212.69,2107587.018,86.13,748688.5614,3442464.775,275.6239087
761110.33,2967614.596,232.8,790433.1602,2932771.697,155.8164055
912595.3,2333045.884,274.77,848509.355,2531899.534,284.8964983
890516.3,2868185.915,75.87,1029232.537,2147752.175,302.0285196
917467.34,2890158.91,79.72,865281.6204,2934489.781,80.57622914
925101.09,2297900.45,167.15,719461.8436,2966395.07,273.0398283
794667.02,2953613.421,244.33,811902.6452,2644109.381,282.7557464
886773.11,2910479.443,288.55,843346.9439,2578870.545,263.8657335
925712.43,2704523.517,81.1,763360.6634,2734648.684,262.0232549
754992.71,2597587.194,241.43,856620.8565,3121550.695,74.48447297
1055911.28,2612687.91,215.58,1028758.909,2544589.363,103.9751743
979655.59,2536315.557,85.91,881064.0227,2797518.122,82.13773277
844540.76,3285610.085,72.48,973504.8242,2165704.279,175.8178752
1120100.42,2357644.782,99.61,1011986.644,2017944.306,309.4179744
729288.18,2808125.42,136.48,1102540.771,2180133.526,216.2638101
968398.5581,2357692.92,90.51892877,736707.7373,3180944.905,257.3185718
947345.95,2611527.718,65.47704994,1102540.771,2259093.658,217.2590795
1041981.811,2426219.628,103.3653621,900650.577,2659421.508,164.6060789
937213.8346,3184403.301,88.5453585,695138.1057,3345213.424,249.3776252
1078542.021,2239261.174,108.2889275,1061485.092,1974584.741,188.7000538
743120.1607,2861841.808,253.2024603,963215.9965,2597941.052,306.2850408
894775.8843,2860568.968,59.63765569,881064.0227,2500869.434,154.8605967
730563.6301,2907529.932,236.280158,1041858.214,2257297.292,308.9843329
881958.3926,2266708.653,274.5385935,599117.26,3480410.864,226.56
988343.3681,2235979.932,80.8677969,1087699.85,1591336.63,214.24
1047754.47,1963677.263,165.6519693,654350.94,3080920.483,248.79
982648.2409,1939041.669,183.2776264,887914.06,2267884.704,293.49
741188.3634,2790057.922,252.5653772,1098167.29,2078366.57,97.77
919696.0523,3603753.213,93.41731203,1051300.29,1634190.79,194.13
957729.6212,2720969.969,93.67903734,994680.48,2174311.759,87.62
1152959.442,2283283.678,102.9403698,1033151.62,1878555.49,164.82
817214.2745,2873284.734,253.3217441,829038.61,3384507.43,70.58
934057.9844,2608361.596,78.48427066,707719.94,2927044.443,266.29
951379.7815,2116265.233,286.0143523,631994.27,2703241.24,157.41
857711.0821,2325459.775,248.0509875,876228,2026891.826,283.79
976581.6331,2446958.817,84.25535338,752333.76,2763950.573,239.86
852868.8928,2765828.755,270.5297598,945155.31,2504888.22,161.09
939966.03,3136122.551,66.32815025,946482.73,2987431.595,83.6
1018741.115,2360525.18,95.80595955,1071073.53,2852635.519,94.73
1135740.942,2280876.011,100.9355312,1043857.79,1689628.49,191.05
992130.2666,2235586.307,80.95987184,633037.07,2627786.15,172.44
908670.8388,2392147.191,180.9026645,789725.92,2989932.93,259.39
871938.4037,3007861.236,156.236395,868330.4,2846408.561,74.68
1086036.994,2001737.084,200.6779243,932445.23,2421924.47,157.65
790050.4243,3006086.916,241.7502161,862458.47,2664127.902,285.39
908018.2533,3117721.904,180.0341782,1004786.66,2306467.45,178.04
959783.9841,2314101.158,65.56722485,1027973.03,1897852.96,215.89
824213.8815,2435124.025,257.1398476,1037795.24,2630441.897,337.31
768970.0069,2756761.963,268.5887134,906670.6,2220132.6,214.44
951110.4079,2387011.973,177.8550676,878885.86,2347537.424,284.94
959837.3169,3088911.985,83.63994618,936901.83,2486644.47,176.59
908018.2533,3117721.904,180.0341782,999156.48,2209461.99,178.53
870356.5522,2518312.195,163.528595,819863.4,2559077.88,251.51
840324.1557,2464146.989,263.7983309,717272.51,3203721.203,238.32
916714.3174,2714533.82,286.7438611,1094977.12,2125572.442,97.39
1052972.965,1673995.584,189.8569842,1024395.13,3188516.497,90.24
1039899.462,2758622.995,73.12730456,879164.36,3293705.982,76.44
970904.674,2606475.228,163.1106019,793584,2830629.081,250.84
697343.5334,3207664.018,234.8875049,954160.62,2679387.188,84.08
728862.3649,3191562.771,245.6026549,1047705.42,2698629.11,95.45
1199483.965,1823947.531,210.651225,736082.26,3140982.46,239.96
953515.1055,2099084.693,166.6442504,850248.4,2947791.97,72.64
910134.9462,3049327.792,89.34697837,984211.17,2538387.274,87.44
964881.8749,2094395.705,169.378746,1106154.22,1873732.96,219.22
901845.6314,2992383.809,67.38039082,597386.27,3142645.972,220.67
957031.7887,2362381.908,87.7844331,800348.7,2200274.894,264.59
1026148.426,2206460.626,190.2926373,1143943.4,1987803.13,171.79
934051.058,2558330.561,160.8383304,1035805.72,2998138.231,91.88
1087301.605,2286325.356,198.9827108,937509.1701,2275728.646,157.1553343
1214229.867,2082855.11,140.0462899,1009033.275,1998408.028,179.6154151
762532.6765,2972464.395,239.2070339,930246.5596,2505411.529,175.1539788
1110745.891,2391945.639,129.162357,794899.0115,3599576.86,71.17058762
723234.7704,2898768.629,236.5521704,1054379.554,1999571.064,183.9798759
874648.0505,3012862.196,280.1183983,876617.6888,2059478.757,283.8224056
838208.1841,2876590.777,266.3236977,1010650.553,2308873.467,215.3916553
945432.1558,2870934.968,94.75374939,714869.2703,3305948.128,249.8272091
958097.672,2116575.669,170.6583572,945947.2727,2601162.205,94.26393419
953108.7279,2282753.222,81.29191898,806828.168,2613127.087,276.7886208
1015961.476,2209812.16,85.68218388,1001344.864,2643394.795,105.1805816
853370.3611,2694253.181,268.7899832,963444.6341,2343360.61,181.4987
842302.0363,3175515.166,65.85338793,985146.4591,2608790.05,91.16536305
835747.0202,3302780.364,71.53249998,907277.0855,2945797.445,66.34381644
750449.7569,2940210.266,239.462024,1055561.841,2038959.07,189.6481372
1097789.419,1911067.141,185.706747,912301.6213,2958853.078,74.57735988
888945.5428,2604683.501,164.5282057,1096341.427,1746754.574,195.1530493
768915.1478,3537152.092,60.64133542,827074.6715,3061589.882,77.58102091
961630.3223,2246039.539,158.7106491,806047.3162,2772807.808,148.6014496
1058100.622,2309052.297,205.9143495,919703.3154,2534351.798,157.424446
998423.1129,2461384.554,281.0476108,785667.2558,2962984.107,270.3882504
750902.7197,2849041.023,242.14532,932678.4837,2084747.901,286.3771949
944601.2099,2188578.879,168.7412126,1019418.334,2388326.592,98.89790416
820114.1615,2458651.72,259.1070832,882316.4908,2668799.25,305.8121999
865841.274,2475853.249,276.7551729,985790.7331,2315669.91,167.5618332
950326.3979,2618666.316,64.59476676,868824.0941,2647564.148,152.8548088
1089017.996,1732871.158,186.0638973,742387.0181,3339570.649,252.3703913
968703.4629,2147165.15,169.9457224,950199.8644,2696230.605,96.02073308
858991.0398,2793109.835,159.7845546,1063599.843,2199220.324,102.9599848
931129.0347,2586886.23,166.9482422,718916.5499,2888381.33,242.1268928
791422.815,3288727.516,61.28375072,916079.0446,1999097.546,279.8176266
931007.4382,2347509.269,166.0018351,976305.4718,2130262.167,161.9799617
690668.2771,3176316.082,250.612199,884812.1158,2902249.935,62.41985202
1050593.467,2032945.84,192.233919,1021804.825,2876239.283,107.3213507
901086.1511,2664968.516,267.6772727,922557.6488,2342321.635,179.6376533
835638.6786,2803554.644,147.1843009,908643.3257,2876475.788,67.14216405
971374.6104,2514635.234,81.55503509,952429.4786,2457074.345,283.7857659
1063263.773,1829415.456,181.2825842,904931.4241,2429640.497,170.4813794
940798.9394,2472808.394,169.0882874,1065766.606,1748314.944,195.9736726
998236.136,2373942.214,91.00390212,880776.9621,2346184.705,274.930087
1017292.865,2486223.558,187.8159112,984911.6829,2415237.979,184.2292044
948610.7225,2717406.257,163.280299,990667.5394,2236435.335,180.1179916
984130.923,2304367.629,190.4848619,1077506.973,2355189.842,214.7485113
863707.7886,2634012.796,255.1787898,934306.6024,2347442.819,186.9522397
986667.1236,2826907.987,91.64827589,935259.4623,2491439.384,99.86069682
771586.934,2607822.051,241.1096672,735313.2277,3182157.109,243.5965231
847935.5389,3206343.265,56.01270499,993385.5288,2947717.935,118.0937519
1041940.11,2108548.855,189.2364828,899716.0156,2563613.266,186.5648145
959244.4983,2376061.095,163.0274001,1000136.866,2351011.628,315.9389446
941218.0634,2413397.445,305.2696412,695374.296,3192175.955,254.3023828
973210.9921,2551399.001,287.9227806,1108472.189,2141616.64,111.2194791
834464.0619,2698434.384,261.8255267,948449.6846,2479544.793,104.2732606
787193.1087,3132803.101,150.992308,794680.5467,2777496.796,145.866954
937086.4833,2572067.985,67.41010813,925932.3856,2755721.92,98.2166121
1030958.393,2287233.668,159.5372904,823045.631,2507350.399,266.1910335
966577.7369,2597187.531,66.67465807,654917.168,3082581.817,251.9951704
893085.1348,2987110.859,90.36710717,929854.7901,2682350.821,294.6284546
775786.8825,2994589.787,248.649523,1046118.155,2068700.297,106.627928
828172.1507,2413806.522,268.3760615,1023430.461,2454441.225,202.3897907
903039.9391,2619584.761,294.2960109,1034907.511,1781235.291,197.1359673
948006.3318,2297979.168,152.9497836,837650.3192,2408731.891,263.4545335
935897.2021,2627034.303,96.39978299,838116.0123,2504193.916,265.1192575
914091.8435,2995030.094,60.25718128,710765.1312,3101380.984,255.3321207
670760.9224,3213714.826,242.7679026,1021653.734,2477915.125,108.0242556
1001097.09,2093448.148,179.5346306,1079581.254,2057760.556,187.69696
920404.0504,2397095.173,276.4714693,853742.8944,2758594.391,167.2054494
1001739.887,1992736.655,179.732628,1071615.649,2034614.807,203.8847591
1017068.779,2165663.439,90.34973774,820813.3397,2352984.936,263.6925014
909832.8742,3073764.332,70.12376937,717439.4213,2886716.682,241.6692482
902672.3678,2506396.635,154.865787,984127.3957,2008807.119,189.6949072
984971.8952,2548312.318,83.52880934,902606.2665,2456363.288,292.33678
829436.7617,2698394.794,266.6808481,854657.4725,2599660.747,251.9304964
848910.4261,3414316.1,66.89953323,875822.2726,2627188.27,285.1848387
834376.53,3218816.725,72.53772792,931626.5207,2781219.437,177.6603422
928865.9945,2492538.781,159.6314857,1055046.886,2575633.272,99.90801033
913806.4608,2662325.557,150.7332975,809613.3127,3285828.208,67.61545887
862715.4168,2266288.781,264.4508667,950716.6947,3043575.307,71.09618176
817750.4323,2854872.232,252.0568689,845212.4911,2725276.064,163.1893869
845436.5198,2876692.735,162.8200099,862406.0427,2340551.088,282.8329252
848018.685,2133008.476,259.9645182,833309.0434,2547876.057,149.2608872
896384.7502,2735557.665,94.56464145,822376.8016,2401754.576,273.4931393
1149756.874,2354997.851,132.7372752,880772.3689,3123158.264,74.45446381
762416.3765,3321292.967,249.1093023,918421.4634,2196686.867,177.8707338
815979.8067,3272143.936,68.43081014,926749.9776,2712648.555,310.7268921
914836.7798,2295788.112,166.1928712,829929.3836,2463529.003,265.3907047
964745.6594,2752865.342,95.46633548,866775.2686,3222011.468,72.64526152
823168.2021,2521269.073,243.3513247,851495.6713,2820182.415,149.1288516
944087.6551,2632775.05,153.306979,943902.878,2406010.889,159.4511888
982571.4658,2574038.978,206.8976666,980430.7976,1964725.404,193.5666762
1023255.897,2393963.492,194.753237,746651.8882,2585507.327,259.9636228
1055438.438,2020766.26,196.7458204,925666.6077,2695345.38,93.62640078
1014770.212,1918288.556,172.9920255,951129.4188,2230088.435,159.3876319
913910.5343,2584478.563,164.9434036,1026659.5,1911089.165,188.771689
741761.2142,2925610.184,255.9939486,999810.1551,2565412.732,100.6142556
982238.8764,2083344.886,284.8520576,917785.0898,2458348.78,172.2005266
915291.4452,2520238.262,153.3459218,964319.6411,2218193.843,163.8001957
690668.2771,3176316.082,250.612199,873856.8558,3209238.282,84.98412471
896617.2317,2792308.522,77.34821053,918739.5209,2295603.964,173.144046
893180.625,2479858.554,264.4488721,993011.9317,2336154.049,102.0534089
927955.5602,2321723.475,170.1649454,970057.3435,2315178.796,184.2161734
937974.0132,3199404.222,183.7682846,820000.0193,3023284.192,268.3139107
862333.1795,3100907.171,65.54524928,943382.0044,2033067.489,183.344607
1000796.832,2348926.946,91.37637353,917384.8882,2542587.511,180.989956
859640.7768,3336535.967,57.81264448,1038252.683,2341336.298,95.73988215
1083030.469,2498669.089,193.4297125,923508.5752,2572816.824,83.58432615
895133.5401,2609024.643,250.1476931,803431.6068,3356308.976,66.08780795
859173.7054,3284425.192,66.09032154,1033848.051,2187991.95,108.7898334
918654.9625,2635723.939,159.5461927,813692.552,2635038.067,284.7578116
1074306.186,2076964.487,214.8661189,797662.8761,2702121.005,262.8520886
875000.5684,2911270.394,154.8690897,706010.1051,2831875.92,257.37692
963449.3481,2677820.374,179.4838222,943563.8874,2582727.917,69.7868972
1058284.443,2474515.53,96.99215604,896424.2489,2966258.783,163.9271542
1094571.245,2111446.002,100.4352368,854687.7763,2099871.371,267.0694123
903818.5444,2509594.134,149.6960351,811678.8616,2512039.387,263.4565379
753844.1338,2957864.313,255.7389585,795929.3131,2934708.02,278.7181854
1038711.81,2314652.097,75.59358992,745107.3705,2836989.077,247.2623978
746947.9752,3174025.085,251.970015,935905.0529,2651544.038,67.80160161
910603.8931,2734039.729,180.5302029,795511.7864,2764704.763,260.7411098
887841.7244,2546234.424,156.863798,901615.4211,2047214.305,277.9755347
1026413.284,1925586.707,186.8695669,719336.4077,3218797.399,250.764286
813771.576,2755671.551,257.6118484,811425.2273,3263886.862,57.20779952
1021406.137,2026747.196,176.1934277,870839.715,3048134.92,81.17296134
912393.422,2631643.627,297.8377371,1027374.684,1702020.044,187.8440248
956391.8038,2897014.119,76.02468608,1152915.067,1828438.149,214.8627713
923446.0153,2615015.997,180.4630896,897351.5532,2433935.86,167.8389587
829535.4474,3187893.833,266.6638708,741904.8028,2908703.249,277.0593031
1129802.038,1988282.122,204.2698647,912069.9296,2247442.555,160.2357864
882456.652,2383836.049,261.9123739,951119.9822,2803627.666,102.5952022
625519.7163,3471517.379,236.656496,907257.2363,2594295.608,81.50443485
1066329.286,1670027.547,187.0315222,934557.6548,2634410.981,157.4374771
659394.153,3218403.815,240.033407,1025362.364,1964780.137,186.5894337
1006664.965,2170708.019,183.8433118,842293.9708,2912353.163,268.1442136
854524.5235,3000625.225,79.2124919,1023593.988,2070477.075,183.0227509
1072316.285,1777783.365,191.5637031,968098.1765,1951433.134,158.7003937
1051782.749,1977979.522,163.2442442,975558.7919,2721611.062,106.4931287
864849.4935,2613399.127,270.4832252,973208.9999,2376230.455,94.92337175
971005.168,1931743.518,169.4000851,817924.9963,2915349.964,259.6934226
987309.92,2726196.493,91.84627334,719452.7078,2869968.828,240.8620177
848218.1763,2707488.029,275.4581533,851481.3698,2940292.529,62.11236141
929455.905,2460028.577,171.1065189,912120.5779,2647584.891,76.18740007
957078.5834,2725585.726,308.0041467,809745.7957,2734375.135,262.5970985
778106.2842,2979004.091,268.0966346,1026101.064,2339287.387,91.69275526
876862.6232,2572429.372,164.7831958,1010760.222,2398314.675,189.175419
1043894.972,2056106.734,183.2016237,997960.3277,2457853.369,106.2201529
1014770.212,1918288.556,172.9920255,898353.6749,2361294.889,290.5799811
900499.6714,2889977.37,289.3574163,981914.7725,2629905.816,88.17392162
968387.0864,2579698.182,69.0142322,992142.2669,2264914.223,185.1967806
884041.4904,2912750.402,67.69341135,1026209.128,1934522.587,196.3513861
971537.8624,2424541.348,292.0810573,923101.5049,2382655.205,174.8252271
1063796.119,1980353.594,178.8938625,788842.1951,2716543.353,247.8328502
1045481.544,2295210.67,207.4342147,933742.4924,2368775.65,175.1349753
907073.5113,2531894.237,158.0614062,918083.6097,2555324.825,83.12472584
914310.0719,2971298.65,69.36820718,1009743.133,2773906.074,112.2387712
1037410.372,2246900.54,305.1048425,741902.2123,2976439.069,266.79631
974413.5411,2274695.689,300.3152939,926089.4992,2290465.941,263.177408
919850.6808,2553074.512,80.41537321,1018961.783,2763652.936,111.8966522
919802.8386,2190466.574,164.0939533,917367.3907,2266217.012,282.8751403
997001.6176,2907320.404,98.27216914,1029508.743,1682969.393,200.5489204
800286.4592,2461665.652,261.1528458,762008.3338,2926756.016,252.0543553
756175.9876,3259200.48,238.3733051,1001163.022,2393759.194,186.3090957
848994.9994,2799586.606,144.3588389,648309.637,3457184.112,246.5129081
844973.8225,2246185.124,246.3217197,784050.5596,3168463.529,256.3165117
875856.048,3305245.362,69.36003533,953988.7615,2309669.209,180.5701507
829139.3121,2437692.974,268.3010088,1060920.686,2578984.353,124.0354615
885197.228,3051246.572,70.34261399,1083270.489,2083427.149,107.502395
914660.1206,2398944.494,174.6526209,896870.9928,1995968.928,283.3727456
857671.4186,2646771.234,153.9494136,1012243.719,2321813.861,103.251017
807464.2013,2672494.3,264.6589872,920093.9901,2382502.912,188.0245809
867234.2304,2328716.583,277.7909001,786867.9697,3181187.098,153.1369222
1053236.152,1802107.944,184.1842024,882104.0685,2633265.861,170.3774613
815773.2,2784101.299,158.4964312,982680.2966,2155054.812,177.374613
944271.6806,2311667.045,151.9632039,944145.9968,2432618.544,96.6765412
1017865.218,2119289.238,189.1191663,1048066.969,2953007.407,131.9998851
914160.5024,2904338.834,281.9535399,1027259.965,2694604.37,121.4706629
1053283.994,2164715.882,100.5056223,1055696.968,2215849.222,204.9284068
810122.9316,3077271.246,280.6592972,1110626.633,1997667.018,207.4596773
1022769.393,2374827.439,93.39823442,989080.1023,2361505.065,186.5640858
976035.5315,1967223.483,180.560153,870423.5043,2528922.372,288.5977917
838884.2069,2292062.928,259.7285547,858094.0792,2912110.715,64.82983481
969631.4975,2441955.911,95.03408741,1039235.823,2306592.146,220.1309896
907790.5539,2949609.078,167.411561,1022170.252,1701960.64,195.4066996
929445.9485,2564853.963,284.3308402,723301.7501,3112073.025,244.2920027
1038723.282,2092646.835,97.09828649,817214.4115,3211453.767,74.92031001
993501.6136,2352390.44,175.3359927,964905.1587,2328413.643,190.8843435
810545.9259,2501125.385,259.2197876,885387.7661,2453955.621,290.3319413
978386.4745,2510424.343,91.55619119,1026985.549,2293375.989,91.93069996
753221.8003,2726673.809,253.3633711,871274.0782,2421250.219,272.2286651
735569.6674,3163978.331,237.1497918,873475.0987,2416766.063,166.5487105
751317.9061,2735404.505,254.0949838,998410.6999,2434419.947,98.64045584
1056468.225,2217604.53,177.1040533,841600.7039,3256251.256,158.589958
1001559.476,2299925.245,74.7191229,880058.0558,2878757.109,62.40282976
983848.5471,2082828.438,168.3234271,1006150.217,2736662.307,96.74450648
943945.0781,2655412.725,79.46490343,991839.4652,2903375.16,98.62644903
936831.7304,2710444.532,76.85537233,1027374.684,1702020.044,187.8440248
816253.415,3252052.357,52.16577444,970491.1117,2275133.759,185.5644751
915056.7109,2587676.061,159.7736516,794354.0959,2661964.796,269.3865712
1046647.168,2007825.984,160.9844154,765247.8942,2810841.075,243.1573246
1005012.097,2255666.514,304.2473977,723099.062,3120578.448,257.9915637
1004594.707,2214501.148,82.9476882,1019076.502,1771068.61,178.2700141
739263.9896,2956142.614,267.5466839,909046.6544,2936552.975,66.21198879
861747.5389,3023681.431,67.86310844,879121.888,2375635.076,289.3823729
1151663.29,1755311.72,183.77,1084147.111,2036677.749,194.3874715
637569.43,3239416.21,142.23,1135047.63,2432440.09,139.9513152
1091880.24,2066126.248,96.93,798817.6881,3264780.977,70.81339223
595850.04,3490110.838,221.46,811558.4929,2654088.718,272.0529159
767040.87,3513447.802,63.88,785627.4658,3276675.569,66.40082847
808689.56,2390870.78,168.61,796928.8955,2633008.145,254.6990885
771261.89,3212653.267,63.54,938721.9306,2209597.325,274.2722966
811570.53,3274372.7,69.06,868050.1332,2399274.063,166.0891102
1095059.15,2315359.38,153.85,782566.0176,2591987.309,264.4309447
984764.04,2096654.299,86.53,932870.1996,2202500.67,275.0019537
1205601.32,1933016.04,185.36,984483.0529,2143430.564,295.7476019
1029870.9,2220250.601,92.95,861886.1264,2148915.297,267.4690266
918250.39,2675691.435,80.61,846727.3098,2916799.703,62.09533914
936040.15,2209285.398,82.36,941585.2904,2652638.843,71.06902916
784594.1,3251726.582,241.86,888700.6084,2091732.886,283.5674155
903937.96,2040655.188,281.31,913028.0592,2503003.862,173.1491402
1099281.59,2537982.31,154.87,1102683.026,2255363.574,217.3408411
876641.32,2893166.607,75.76,1045987.399,1965927.576,168.3613219
1042192.73,2482696.227,92.23,870381.1238,2910349.655,74.34737665
1064257.4,2267876.977,95.81,886793.6045,2765954.316,84.87301341
914329.66,2174738.24,166.18,1008737.322,1936140.01,184.9066394
861240.31,2899357.254,253.37,945600.4414,2707664.565,92.49602918
1024248.9,2070501.681,288.02,851489.6455,2321806.654,272.5187324
